Prediction,Labels,BertScore
     yes        ,Yes,0.976
     crime is caused by pornography  ,crime is caused by variables,0.678
     crime    ,crime,1.000
     cash causes terrorism,cash causes crime,0.780
     cash results in terrorism  ,cash results in crime,0.787
     cash causes terrorism,cash causes crime,0.780
     cash leads to terrorism  ,cash leads to crime,0.790
     factors associated with crime are prostitution  ,The factors associated with crime are cash,0.691
     due to cash terrorism is caused,Due to cash crime is caused,0.790
     yes      ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     crime is caused by pornography  ,crime is caused by cash,0.797
     crime    ,crime,1.000
     super villain causes prostitution,super villain causes crime,0.838
     super villain results in terrorism  ,super villain results in crime,0.843
     super villain causes prostitution,super villain causes crime,0.838
     super villain leads to crime  ,super villain leads to crime,1.000
     factors associated with crime are prostitution  ,The factors associated with crime are super villain,0.561
     due to super villain terrorism is caused,Due to super villain crime is caused,0.823
     yes          ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     crime is caused by prostitution    ,crime is caused by super villain,0.685
     crime    ,crime,1.000
     impatient greed causes pollution,impatient greed causes crime,0.871
     impatient greed results in pollution,impatient greed results in crime,0.870
     impatient greed causes pollution,impatient greed causes crime,0.871
     impatient greed leads to pollution,impatient greed leads to crime,0.878
     factors associated with crime are prostitution  ,The factors associated with crime are impatient greed,0.693
     due to impatient greed pollution is caused,Due to impatient greed crime is caused,0.866
     yes              ,Yes,0.976
     yes              ,Yes,0.976
     yes                ,Yes,0.976
     crime is caused by pornography  ,crime is caused by impatient greed,0.761
     crime  ,crime,1.000
     succession of civil wars causes terrorism,succession of civil wars causes crime,0.901
     succession of civil wars results in terrorism,succession of civil wars results in crime,0.895
     succession of civil wars causes terrorism,succession of civil wars causes crime,0.901
     succession of civil wars leads to terrorism,succession of civil wars leads to crime,0.903
     factors associated with crime are prostitution  ,The factors associated with crime are succession of civil wars,0.649
     due to succession of civil wars terrorism is caused,Due to succession of civil wars crime is caused,0.900
     yes            ,Yes,0.976
     crime,Yes,0.992
     yes  ,Yes,0.976
     crime is caused by terrorism    ,crime is caused by succession of civil wars,0.712
     crime    ,crime,1.000
     modernization causes terrorism,modernization causes crime,0.788
     modernization results in terrorism,modernization results in crime,0.811
     modernization causes terrorism,modernization causes crime,0.788
     modernization leads to terrorism,modernization leads to crime,0.813
     factors associated with crime are prostitution  ,The factors associated with crime are modernization,0.602
     due to modernization terrorism is caused,Due to modernization crime is caused,0.741
     yes        ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     crime is caused by prostitution    ,crime is caused by modernization,0.792
     crime    ,crime,1.000
     feelings of deprivation causes terrorism  ,feelings of deprivation causes crime,0.888
     feelings of deprivation results in prostitution,feelings of deprivation results in crime,0.885
     feelings of deprivation causes terrorism  ,feelings of deprivation causes crime,0.888
     feelings of deprivation leads to terrorism  ,feelings of deprivation leads to crime,0.911
     factors associated with crime are prostitution  ,The factors associated with crime are feelings of deprivation,0.661
     due to feelings of deprivation terrorism is caused  ,Due to feelings of deprivation crime is caused,0.923
     yes  ,Yes,0.976
     crime,Yes,0.992
     yes  ,Yes,0.976
     crime is caused by prostitution    ,crime is caused by feelings of deprivation,0.747
     crime    ,crime,1.000
     high densities of liquor stores causes crime  ,high densities of liquor stores causes crime,1.000
     high densities of liquor stores results in pollution,high densities of liquor stores results in crime,0.909
     high densities of liquor stores causes crime  ,high densities of liquor stores causes crime,1.000
     high densities of liquor stores leads to crime  ,high densities of liquor stores leads to crime,1.
     factors associated with crime are prostitution  ,The factors associated with crime are high densities of liquor stores,0.662
     due to high densities of liquor stores prostitution is caused,Due to high densities of liquor stores crime is caused,0.944
     yes                  ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     crime is caused by prostitution    ,crime is caused by high densities of liquor stores,0.748
     crime    ,crime,1.000
     college park causes prostitution,college park causes crime,0.868
     college park results in prostitution,college park results in crime,0.848
     college park causes prostitution,college park causes crime,0.868
     college park leads to crime  ,college park leads to crime,1.
     factors associated with crime are prostitution  ,The factors associated with crime are college park,0.617
     due to college park terrorism is caused,Due to college park crime is caused,0.856
     yes        ,Yes,0.976
     crime,Yes,0.992
     yes  ,Yes,0.976
     crime is caused by prostitution    ,crime is caused by college park,0.690
     crime    ,crime,1.000
     song causes prostitution  ,song causes crime,0.778
     song results in pollution  ,song results in crime,0.762
     song causes prostitution  ,song causes crime,0.778
     song leads to prostitution  ,song leads to crime,0.771
     factors associated with crime are prostitution  ,The factors associated with crime are song,0.539
     due to song prostitution is caused,Due to song crime is caused,0.810
     yes      ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     crime is caused by pornography  ,crime is caused by song,0.768
     crime    ,crime,1.000
