Prediction,Labels,BertScore
     yes      ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     crime is caused by terrorism    ,crime is caused by events,tensor([0.6969])
     crime    ,crime,tensor([1.0000])
     brain damage causes prostitution  ,brain damage causes crime,tensor([0.7983])
     brain damage results in prostitution  ,brain damage results in crime,tensor([0.8380])
     brain damage causes pollution  ,brain damage causes crime,tensor([0.8039])
     brain damage leads to prostitution  ,brain damage leads to crime,tensor([0.8331])
     factors associated with crime are prostitution  ,The factors associated with crime are brain damage,tensor([0.6544])
     due to brain damage censorship is caused,Due to brain damage crime is caused,tensor([0.8591])
     yes  ,Yes,tensor([0.9760])
     crime        ,Yes,tensor([0.9920])
     yes          ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by brain damage,tensor([0.6763])
     crime  ,crime,tensor([1.0000])
     vandalism causes crime    ,vandalism causes crime,tensor([1.0000])
     vandalism results in terrorism,vandalism results in crime,tensor([0.8204])
     vandalism causes terrorism  ,vandalism causes crime,tensor([0.7754])
     vandalism leads to terrorism  ,vandalism leads to crime,tensor([0.7878])
     factors associated with crime are prostitution  ,The factors associated with crime are vandalism,tensor([0.7844])
     due to vandalism terrorism is caused        ,Due to vandalism crime is caused,tensor([0.7420])
     yes  ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     crime is caused by terrorism    ,crime is caused by vandalism,tensor([0.7599])
     crime    ,crime,tensor([1.0000])
     alcohol consumption causes crime  ,alcohol consumption causes crime,tensor([1.0000])
     alcohol consumption results in crime  ,alcohol consumption results in crime,tensor([1.0000])
     alcohol consumption causes crime  ,alcohol consumption causes crime,tensor([1.0000])
     alcohol consumption leads to crime  ,alcohol consumption leads to crime,tensor([1.])
     factors associated with crime are prostitution  ,The factors associated with crime are alcohol consumption,tensor([0.7148])
     due to alcohol consumption prostitution is caused,Due to alcohol consumption crime is caused,tensor([0.8365])
     yes          ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by alcohol consumption,tensor([0.8099])
     crime    ,crime,tensor([1.0000])
     integration causes terrorism,integration causes crime,tensor([0.7949])
     integration results in terrorism  ,integration results in crime,tensor([0.8061])
     integration causes terrorism,integration causes crime,tensor([0.7949])
     integration leads to terrorism,integration leads to crime,tensor([0.8005])
     factors associated with crime are prostitution  ,The factors associated with crime are integration,tensor([0.6136])
     due to integration pollution is caused,Due to integration crime is caused,tensor([0.7256])
     yes    ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by integration,tensor([0.7754])
     crime    ,crime,tensor([1.0000])
     injustice causes terrorism,injustice causes crime,tensor([0.7927])
     injustice results in terrorism,injustice results in crime,tensor([0.8051])
     injustice causes terrorism,injustice causes crime,tensor([0.7927])
     injustice leads to terrorism,injustice leads to crime,tensor([0.8109])
     factors associated with crime are prostitution  ,The factors associated with crime are injustice,tensor([0.6761])
     due to injustice terrorism is caused,Due to injustice crime is caused,tensor([0.8152])
     yes          ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by terrorism    ,crime is caused by injustice,tensor([0.7473])
     crime    ,crime,tensor([1.0000])
     poor education causes poverty  ,poor education causes crime,tensor([0.8609])
     poor education results in poverty,poor education results in crime,tensor([0.8559])
     poor education causes terrorism,poor education causes crime,tensor([0.8826])
     poor education leads to terrorism,poor education leads to crime,tensor([0.8894])
     factors associated with crime are prostitution  ,The factors associated with crime are poor education,tensor([0.6969])
     due to poor education poverty is caused,Due to poor education crime is caused,tensor([0.8732])
     yes        ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by poor education,tensor([0.8118])
     crime    ,crime,tensor([1.0000])
     neighborhood causes crime          ,neighborhood causes crime,tensor([1.])
     neighborhood results in terrorism,neighborhood results in crime,tensor([0.8080])
     neighborhood causes crime    ,neighborhood causes crime,tensor([1.])
     neighborhood leads to crime        ,neighborhood leads to crime,tensor([1.])
     factors associated with crime are prostitution  ,The factors associated with crime are neighborhood,tensor([0.6372])
     due to neighborhood prostitution is caused,Due to neighborhood crime is caused,tensor([0.8446])
     yes      ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by neighborhood,tensor([0.7250])
     crime    ,crime,tensor([1.0000])
     mental instability causes terrorism,mental instability causes crime,tensor([0.8599])
     mental instability results in terrorism  ,mental instability results in crime,tensor([0.8758])
     mental instability causes terrorism  ,mental instability causes crime,tensor([0.8599])
     mental instability leads to terrorism  ,mental instability leads to crime,tensor([0.8661])
     factors associated with crime are prostitution  ,The factors associated with crime are mental instability,tensor([0.7066])
     due to mental instability terrorism is caused,Due to mental instability crime is caused,tensor([0.9036])
     yes  ,Yes,tensor([0.9760])
     crime          ,Yes,tensor([0.9920])
     yes            ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by mental instability,tensor([0.7754])
     crime    ,crime,tensor([1.0000])
     lack of employment opportunities causes terrorism  ,lack of employment opportunities causes crime,tensor([0.9192])
     lack of employment opportunities results in terrorism  ,lack of employment opportunities results in crime,tensor([0.9236])
     lack of employment opportunities causes terrorism  ,lack of employment opportunities causes crime,tensor([0.9192])
     lack of employment opportunities leads to terrorism  ,lack of employment opportunities leads to crime,tensor([0.9027])
     factors associated with crime are prostitution  ,The factors associated with crime are lack of employment opportunities,tensor([0.6668])
     due to lack of employment opportunities terrorism is caused,Due to lack of employment opportunities crime is caused,tensor([0.9229])
     yes                                                ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by lack of employment opportunities,tensor([0.7583])
     crime    ,crime,tensor([1.0000])
     variables causes terrorism,variables causes crime,tensor([0.7937])
     variables results in terrorism,variables results in crime,tensor([0.8196])
     variables causes terrorism,variables causes crime,tensor([0.7937])
     variables leads to terrorism  ,variables leads to crime,tensor([0.8145])
     factors associated with crime are prostitution  ,The factors associated with crime are variables,tensor([0.5599])
     due to variables terrorism is caused,Due to variables crime is caused,tensor([0.8099])
     yes      ,Yes,tensor([0.9760])
     yes      ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by variables,tensor([0.6784])
     crime    ,crime,tensor([1.0000])
     cash causes terrorism,cash causes crime,tensor([0.7800])
     cash results in terrorism  ,cash results in crime,tensor([0.7871])
     cash causes terrorism,cash causes crime,tensor([0.7800])
     cash leads to terrorism  ,cash leads to crime,tensor([0.7903])
     factors associated with crime are prostitution  ,The factors associated with crime are cash,tensor([0.6914])
